freq	lex	sub
-202.534250339	-286.913929731	-217.200389644
-202.04117815	-318.223227965	-254.62588697
-257.687228968	-336.595591619	-252.570113211
-194.934469893	-283.281996185	-198.105084934
-216.955319416	-308.593494578	-248.107941509
-201.438818611	-280.746021126	-234.046436833
-239.01600198	-324.658562489	-235.343529727
-235.60057976	-286.785330324	-228.459396701
-190.477633135	-317.255220726	-244.516277779
-175.78556644	-275.559989199	-216.914448695
-184.124664287	-283.810244331	-227.29644742
-204.288322762	-306.694130945	-225.66868704
-201.959345967	-297.392099492	-252.944015899
-207.986455001	-289.995108999	-237.369013067
-244.039558112	-326.565741255	-247.056040085
-186.776259361	-277.250886425	-242.827419668
-227.948689645	-292.618107943	-227.620636865
-226.75024544	-308.63757487	-267.520193111
-184.465467169	-304.377426394	-237.046166801
-220.499839951	-292.084807053	-245.130306447
-202.625094755	-295.594425878	-262.508553565
-181.77021237	-331.105022563	-255.152284798
-242.082103216	-354.108717738	-246.515518301
-239.592131477	-309.257786082	-245.79780578
-166.212882018	-293.417128406	-254.466121814
-241.66240091	-337.392870696	-235.912745245
-215.987865929	-305.374114745	-252.232180514
-184.801243505	-300.296778979	-236.054647637
-183.452302487	-294.382738804	-226.66256989
-210.639955509	-274.156523114	-224.496753712
-195.987509555	-340.781345819	-243.804466266
-233.190562088	-326.745906949	-246.892650893
-230.643003045	-333.335414838	-252.47370405
-193.417605101	-327.001866397	-239.249422512
-294.205705436	-292.050303529	-210.023578655
-187.163797844	-295.848292114	-222.624278586
-207.305779396	-284.051043829	-216.97555894
-212.959495127	-300.821969428	-241.781928622
-174.558814066	-292.422300042	-238.870242664
-178.202331352	-302.243896194	-215.057621282
-240.917572417	-320.109266526	-244.627687517
-187.913367852	-286.933887714	-232.467041952
-234.182497645	-325.974942457	-265.08128489
-185.305692664	-294.54382524	-243.812365256
-200.812595172	-312.954088681	-250.035557929
-207.961455193	-321.982243568	-266.07797014
-203.789280435	-314.401935414	-257.572381609
-205.353279108	-270.395546524	-221.789453905
-216.571227275	-341.758627248	-255.182824007
-253.159364686	-327.183494846	-250.875350589
-224.803434101	-325.200674267	-254.040914766
-195.701161995	-298.526239092	-245.344987941
-206.442528015	-339.454526973	-247.141082889
-201.136362826	-277.156651807	-226.688919163
-178.650543933	-293.12666422	-233.386256275
-198.229556124	-264.13825212	-217.193031306
-214.282400348	-323.680546851	-259.843315054
-213.047059098	-286.872961452	-238.354364128
-188.974640312	-316.332173794	-249.966949087
-205.016831812	-298.754184628	-237.467134875
-240.624715876	-289.2452907	-244.88559649
-181.031737746	-356.085621533	-266.235104643
-175.770603754	-317.763839001	-238.91802459
-218.954833607	-339.571715684	-261.314496372
-260.697550585	-338.021746864	-253.679019804
-187.675634793	-317.521131465	-239.162309495
-232.382154495	-328.716015764	-229.604982269
-266.24063086	-281.807481148	-239.205340469
-196.141688091	-325.718468137	-241.749557821
-189.72804997	-289.23753922	-241.360892737
-298.651014181	-332.245145399	-253.085855154
-198.82056874	-283.627307506	-237.185890207
-226.843410943	-291.478113995	-230.284119752
-217.780529221	-312.997837495	-247.435963521
-190.623109196	-317.815914382	-267.958262167
-219.464056166	-332.631420444	-268.121670432
-173.349131067	-275.649305047	-196.747832652
-207.778350042	-295.108130328	-241.937088875
-250.541191689	-316.636482512	-245.032472003
-233.199351237	-345.799980448	-260.130638367
-220.051544411	-310.993880396	-239.516225982
-173.290735593	-278.60980165	-228.861033339
-222.280067902	-334.009708501	-275.893962777
-221.144369524	-297.817149572	-232.002869002
-208.239109709	-297.481465464	-253.368869294
-206.961199983	-294.281455468	-236.78979408
-213.356717138	-315.300314896	-227.541634068
-229.693758414	-338.310258376	-287.414722671
-220.084631983	-310.216136346	-259.356449085
-224.859312356	-326.651314162	-249.146232073
-190.798236333	-325.892502564	-256.34121828
-214.331842633	-296.47276555	-231.199218418
-218.788436738	-315.046741766	-238.132399114
-186.463378541	-288.873867535	-237.994047317
-242.19446718	-355.555121012	-257.225752341
-219.471873132	-311.002654742	-256.532702268
-173.031024629	-292.787302638	-249.175349249
-229.265039806	-321.475853394	-229.610937706
