freq	lex	sub
-684.826261111	-511.151620591	-645.157401155
-799.63876461	-562.583649856	-729.166496538
-752.600315165	-534.540041284	-718.29292788
-760.52251385	-562.333435484	-686.387228527
-704.023244434	-530.716771783	-686.16555093
-682.418504778	-535.061718931	-685.370434024
-775.275277364	-572.901242217	-733.444736813
-821.845444877	-550.116266261	-703.563887623
-714.250099746	-560.995148351	-744.80322043
-711.587291511	-540.246552525	-702.855329136
-728.39207202	-512.296405562	-679.29443968
-792.315950552	-577.768350896	-746.866709808
-721.817360726	-573.580274968	-732.733410542
-774.15694593	-540.548576782	-700.242089745
-810.446632443	-564.73180603	-688.884060547
-844.834156242	-555.501495476	-698.616990022
-735.953370639	-552.72659033	-686.400382245
-708.710253647	-534.48969521	-665.236586594
-775.820418222	-533.915866083	-722.914739314
-679.834899221	-495.789258694	-635.161093471
-722.502310628	-528.176423435	-670.211865038
-803.596373469	-538.028616692	-727.099352268
-740.070009732	-598.896883739	-693.320100786
-675.854806251	-515.448442453	-705.059164578
-777.170955913	-593.365636433	-681.002887044
-742.73289914	-568.390299526	-691.693288
-825.200900099	-557.262637079	-726.855743422
-701.805178593	-592.920798526	-671.492549655
-691.650728265	-542.198511573	-690.806888141
-710.041104236	-517.854804254	-638.24159181
-684.360324372	-536.627472842	-716.561562749
-715.916237828	-497.123974577	-672.234394163
-785.092677942	-582.854199685	-741.666578317
-660.280985371	-548.987943977	-681.529309494
-785.224443089	-607.436713324	-745.422434575
-729.12446524	-526.935642248	-670.692964368
-733.816002404	-575.887247671	-720.610060735
-730.241858349	-573.081406382	-727.951226419
-723.685693961	-581.960484585	-747.413767924
-677.895791114	-552.927748869	-706.764743601
-795.506782637	-570.425648985	-707.375827172
-655.252766178	-522.519137416	-657.850230934
-729.807746019	-555.441310825	-688.374294341
-793.185821837	-557.588729643	-689.029468626
-681.130646401	-590.459941016	-701.729361899
-663.652068133	-542.297896833	-687.863056564
-742.168330796	-540.560404769	-707.647378978
-730.080282386	-539.725964476	-710.709967554
-783.947713466	-554.99128225	-691.00170659
-759.139413607	-558.791100685	-712.171623065
-800.239059785	-549.086637324	-700.004280511
-666.735892135	-528.617280609	-710.244742832
-741.170715359	-509.888094415	-682.64754369
-804.883907077	-587.389574935	-728.103589106
-698.119947335	-609.785614801	-703.017212508
-804.752025392	-583.756289572	-697.54789418
-803.193347445	-564.301782813	-693.345042499
-709.037974822	-552.562792577	-716.21456602
-665.382202007	-516.45844116	-666.082363461
-769.659657603	-580.065353548	-721.794172727
-699.999485818	-569.724464147	-737.410140044
-742.490158087	-537.377759537	-675.973745844
-628.347727036	-487.300160865	-665.289638885
-678.290069122	-540.98470147	-720.472096421
-815.636628624	-558.746748049	-712.543205009
-727.025413004	-550.079983208	-704.448861401
-702.593032751	-555.503943526	-696.46841298
-723.390463867	-527.661485213	-667.406617097
-701.032547687	-503.498558203	-720.684924922
-721.201093132	-520.90180991	-682.462395282
-739.887200346	-521.300641671	-694.074319817
-747.20806989	-526.434437814	-687.269534162
-735.279709931	-501.347377166	-679.106460443
-724.935714511	-540.548533528	-687.320001354
-786.995702756	-545.691564963	-700.580452235
-699.824837244	-547.897294986	-696.598485873
-729.729199359	-556.496065124	-709.089379128
-686.552819976	-512.964691723	-653.782181423
-740.300196048	-510.816160073	-696.867213159
-663.414190969	-542.543860699	-719.282580915
-647.898532691	-533.927733747	-651.340212397
-676.088036337	-518.216758778	-672.46632898
-737.842289422	-567.595673362	-681.639414797
-693.882482084	-564.53366123	-699.82351091
-739.330793254	-586.575266052	-765.217187684
-749.055616094	-553.65569629	-719.913570262
-731.396781631	-540.958698731	-694.944092853
-715.819892195	-571.067324438	-722.56899064
-668.645619085	-587.773355753	-679.677319366
-724.346532487	-517.891512994	-676.337429933
-668.235043388	-507.653766286	-665.270649542
-687.774610297	-541.54802137	-688.924049528
-792.438572054	-619.046745437	-725.496037618
-685.716818442	-547.633874214	-684.651439732
-657.966466458	-566.014464018	-710.324439351
-743.608319328	-507.348441597	-675.76140701
-754.74516718	-565.305734344	-717.782344647
-708.681356773	-551.872088909	-696.22005407
-695.473590955	-539.516739719	-664.288521412
-605.919543748	-552.445288427	-681.894713044
-743.659002014	-554.808608772	-706.591526393
-717.735144268	-521.625727811	-661.826117474
-755.262921876	-524.793202686	-675.384968385
-723.160912634	-558.713995247	-702.084489693
-828.384118986	-547.771817346	-715.584478066
-756.287590807	-531.396006114	-697.911668615
-716.32251065	-547.261854299	-697.876136361
-825.926547037	-530.817814514	-692.429178606
-702.153615619	-519.600427272	-663.099522104
-801.223427595	-616.858717802	-712.624516922
-633.721060248	-566.584409595	-716.059139712
-653.460136459	-551.585593674	-676.252065575
-754.417322424	-531.033349737	-680.919921164
-741.437151853	-554.020934174	-724.54575152
-752.055810223	-550.550384784	-664.842748144
-726.757552146	-566.422837735	-689.293635218
-752.860006779	-541.640261182	-686.478757392
-735.542783104	-559.188835966	-693.041809457
-736.357787722	-569.566417617	-702.541898997
-707.817962545	-520.035720181	-678.713409801
-655.322729318	-560.241114205	-683.958898538
-727.102514821	-537.099135474	-685.308540559
